RA,Fase,Turma,Gênero,Ano ingresso,Instituição de ensino,Pedra 20,Pedra 21,Pedra 22,INDE 22,Cg,Cf,Ct,Nº Av,Avaliador1,Avaliador2,Avaliador3,Avaliador4,IAA,IEG,IPS,IDA,Mat,Por,Ing,IPV,IAN,Fase_Ideal,Defasagem,IPP,INDE 23,INDE_ano_atual,pedra_ano_atual,ano,Fase_Ideal_1,Fase_Ideal_2
RA-487,1,A,Feminino,2019,Rede Decisão,Topázio,Topázio,Topázio,8.417,45.0,6.0,2.0,3.0,Avaliador-4,Avaliador-2,Avaliador-15,,7.5,9.7,7.5,9.6,9.7,9.5,,9.333,5.0,Fase 2 (5º e 6º ano),-1,6.9040000000000035,,8.417,Topázio,2022,Fase 2,5° e 6° ano
RA-488,1,A,Feminino,2022,Escola Pública,,,Ametista,7.413,351.0,92.0,8.0,3.0,Avaliador-4,Avaliador-2,Avaliador-15,,8.5,8.8,7.5,7.3,6.0,8.5,,7.722,5.0,Fase 2 (5º e 6º ano),-1,5.485999999999995,,7.413,Ametista,2022,Fase 2,5° e 6° ano
RA-489,1,A,Feminino,2022,Escola Pública,,,Quartzo,5.853,743.0,176.0,12.0,3.0,Avaliador-4,Avaliador-2,Avaliador-15,,9.0,7.2,7.5,0.0,0.0,0.0,,6.5,10.0,Fase 1 (4º ano),0,4.630000000000001,,5.853,Quartzo,2022,Fase 1,4° ano
RA-490,1,A,Feminino,2022,Escola Pública,,,Ametista,7.576,283.0,77.0,5.0,3.0,Avaliador-4,Avaliador-2,Avaliador-15,,7.9,8.2,7.5,7.7,6.0,9.3,,8.722,5.0,Fase 2 (5º e 6º ano),-1,6.116000000000001,,7.576,Ametista,2022,Fase 2,5° e 6° ano
RA-491,1,A,Masculino,2022,Escola Pública,,,Ametista,7.461,329.0,86.0,7.0,3.0,Avaliador-4,Avaliador-2,Avaliador-15,,7.5,9.7,7.5,7.0,6.0,8.0,,7.722,5.0,Fase 2 (5º e 6º ano),-1,5.766,,7.461,Ametista,2022,Fase 2,5° e 6° ano
RA-492,1,A,Feminino,2022,Escola Pública,,,Ametista,7.678,242.0,63.0,3.0,3.0,Avaliador-4,Avaliador-2,Avaliador-15,,10.0,8.8,7.5,7.1,8.2,6.0,,8.278,5.0,Fase 2 (5º e 6º ano),-1,5.924000000000005,,7.678,Ametista,2022,Fase 2,5° e 6° ano
RA-493,1,B,Feminino,2020,Escola Pública,Topázio,Topázio,Topázio,8.306,61.0,12.0,1.0,3.0,Avaliador-4,Avaliador-2,Avaliador-15,,10.0,9.4,7.5,7.2,7.3,7.0,,8.278,10.0,Fase 1 (4º ano),0,5.803999999999991,,8.306,Topázio,2022,Fase 1,4° ano
RA-494,1,B,Feminino,2022,Escola Pública,,,Ágata,6.407,661.0,159.0,13.0,3.0,Avaliador-4,Avaliador-2,Avaliador-15,,6.4,8.3,5.0,5.8,6.3,5.2,,6.944,5.0,Fase 2 (5º e 6º ano),-1,5.581999999999994,,6.407,Ágata,2022,Fase 2,5° e 6° ano
RA-495,1,B,Masculino,2022,Escola Pública,,,Ametista,7.857,184.0,42.0,6.0,3.0,Avaliador-4,Avaliador-2,Avaliador-15,,9.0,8.9,7.5,8.4,8.0,8.8,,8.056,5.0,Fase 2 (5º e 6º ano),-1,6.357999999999997,,7.857,Ametista,2022,Fase 2,5° e 6° ano
RA-496,1,B,Masculino,2018,Escola Pública,Quartzo,Quartzo,Ágata,6.683,595.0,145.0,12.0,3.0,Avaliador-4,Avaliador-2,Avaliador-15,,8.5,6.8,7.5,5.7,5.8,5.5,,7.556,5.0,Fase 2 (5º e 6º ano),-1,5.717999999999996,,6.683,Ágata,2022,Fase 2,5° e 6° ano
RA-497,1,B,Feminino,2016,Rede Decisão,Quartzo,Quartzo,Ágata,6.323,678.0,163.0,14.0,3.0,Avaliador-4,Avaliador-2,Avaliador-15,,6.9,9.2,5.0,5.1,4.2,6.0,,5.833,5.0,Fase 3 (7º e 8º ano),-2,6.064000000000007,,6.323,Ágata,2022,Fase 3,7° e 8° ano
RA-498,1,B,Feminino,2018,Escola Pública,Ametista,Ágata,Ametista,7.7,234.0,61.0,9.0,3.0,Avaliador-4,Avaliador-2,Avaliador-15,,8.5,8.8,7.5,8.8,8.0,9.5,,7.556,5.0,Fase 2 (5º e 6º ano),-1,5.687999999999986,,7.7,Ametista,2022,Fase 2,5° e 6° ano
RA-499,1,B,Masculino,2020,Escola Pública,Ágata,Ametista,Ametista,7.826,196.0,46.0,7.0,3.0,Avaliador-4,Avaliador-2,Avaliador-15,,8.5,10.0,7.5,8.2,8.2,8.2,,7.444,5.0,Fase 2 (5º e 6º ano),-1,5.971999999999991,,7.826,Ametista,2022,Fase 2,5° e 6° ano
RA-500,1,B,Feminino,2020,Escola Pública,Topázio,Topázio,Topázio,8.232,75.0,16.0,3.0,3.0,Avaliador-4,Avaliador-2,Avaliador-15,,9.0,10.0,7.5,9.5,9.5,9.5,,7.889,5.0,Fase 2 (5º e 6º ano),-1,6.041999999999987,,8.232,Topázio,2022,Fase 2,5° e 6° ano
RA-501,1,B,Masculino,2021,Escola Pública,,Topázio,Ametista,7.794,201.0,48.0,8.0,3.0,Avaliador-4,Avaliador-2,Avaliador-15,,8.5,8.8,7.5,6.8,8.0,5.7,,7.333,10.0,Fase 1 (4º ano),0,6.073999999999993,,7.794,Ametista,2022,Fase 1,4° ano
RA-502,1,B,Feminino,2021,Rede Decisão,,Topázio,Topázio,8.287,62.0,13.0,2.0,3.0,Avaliador-4,Avaliador-2,Avaliador-15,,9.5,9.7,7.5,7.4,6.7,8.2,,7.778,10.0,ALFA  (2º e 3º ano),1,6.114000000000006,,8.287,Topázio,2022,ALFA,2° e 3° ano
RA-503,1,B,Masculino,2020,Escola Pública,Topázio,Topázio,Ametista,7.95,155.0,38.0,5.0,3.0,Avaliador-4,Avaliador-2,Avaliador-15,,8.5,10.0,7.5,8.8,8.7,9.0,,7.5,5.0,Fase 2 (5º e 6º ano),-1,5.9000000000000075,,7.95,Ametista,2022,Fase 2,5° e 6° ano
RA-504,1,B,Feminino,2021,Escola Pública,,Topázio,Topázio,8.072,124.0,29.0,4.0,3.0,Avaliador-4,Avaliador-2,Avaliador-15,,8.5,8.9,7.5,8.0,7.8,8.2,,7.556,10.0,Fase 1 (4º ano),0,5.807999999999982,,8.072,Topázio,2022,Fase 1,4° ano
RA-505,1,B,Feminino,2019,Escola Pública,Topázio,Ametista,Ametista,7.591,276.0,73.0,10.0,3.0,Avaliador-4,Avaliador-2,Avaliador-15,,9.5,8.0,7.5,8.4,8.2,8.7,,7.556,5.0,Fase 2 (5º e 6º ano),-1,5.997999999999992,,7.591,Ametista,2022,Fase 2,5° e 6° ano
RA-506,1,B,Masculino,2020,Escola Pública,Ametista,Ágata,Ametista,7.132,446.0,113.0,11.0,3.0,Avaliador-4,Avaliador-2,Avaliador-15,,9.5,7.3,7.5,7.2,8.3,6.0,,7.278,5.0,Fase 3 (7º e 8º ano),-2,5.763999999999996,,7.132,Ametista,2022,Fase 3,7° e 8° ano
RA-507,1,C,Feminino,2021,Escola Pública,,Ágata,Ametista,7.653,254.0,66.0,4.0,3.0,Avaliador-4,Avaliador-2,Avaliador-15,,8.5,10.0,7.5,7.4,7.3,7.5,,7.222,5.0,Fase 2 (5º e 6º ano),-1,6.285999999999996,,7.653,Ametista,2022,Fase 2,5° e 6° ano
RA-508,1,C,Masculino,2022,Escola Pública,,,Ágata,6.575,636.0,155.0,10.0,3.0,Avaliador-4,Avaliador-2,Avaliador-15,,8.0,7.4,7.5,4.5,0.0,9.0,,7.556,5.0,Fase 2 (5º e 6º ano),-1,6.337999999999999,,6.575,Ágata,2022,Fase 2,5° e 6° ano
RA-509,1,C,Feminino,2018,Escola Pública,Ametista,Ágata,Ametista,7.808,199.0,47.0,3.0,3.0,Avaliador-4,Avaliador-2,Avaliador-15,,9.0,8.2,7.5,9.2,9.3,9.0,,7.833,5.0,Fase 3 (7º e 8º ano),-2,6.113999999999997,,7.808,Ametista,2022,Fase 3,7° e 8° ano
RA-510,1,C,Masculino,2022,Escola Pública,,,Ametista,7.336,379.0,98.0,6.0,3.0,Avaliador-4,Avaliador-2,Avaliador-15,,8.0,9.3,7.5,7.1,5.8,8.3,,7.056,5.0,Fase 3 (7º e 8º ano),-2,5.948000000000002,,7.336,Ametista,2022,Fase 3,7° e 8° ano
RA-511,1,C,Feminino,2022,Escola Pública,,,Ametista,7.094,458.0,117.0,7.0,3.0,Avaliador-4,Avaliador-2,Avaliador-15,,8.0,10.0,7.5,5.3,2.0,8.5,,7.056,5.0,Fase 2 (5º e 6º ano),-1,5.728,,7.094,Ametista,2022,Fase 2,5° e 6° ano
RA-512,1,C,Feminino,2022,Escola Pública,,,Ametista,7.365,374.0,97.0,5.0,3.0,Avaliador-4,Avaliador-2,Avaliador-15,,9.0,9.3,7.5,6.2,5.3,7.0,,7.722,5.0,Fase 2 (5º e 6º ano),-1,5.705999999999989,,7.365,Ametista,2022,Fase 2,5° e 6° ano
RA-513,1,C,Masculino,2021,Escola Pública,,Topázio,Topázio,8.229,77.0,17.0,2.0,3.0,Avaliador-4,Avaliador-2,Avaliador-15,,9.0,9.6,5.6,8.3,8.2,8.5,,7.778,10.0,Fase 1 (4º ano),0,6.333999999999991,,8.229,Topázio,2022,Fase 1,4° ano
RA-514,1,C,Feminino,2022,Escola Pública,,,Ametista,7.039,476.0,123.0,8.0,3.0,Avaliador-4,Avaliador-2,Avaliador-15,,8.0,9.7,7.5,4.8,2.0,7.5,,5.889,10.0,Fase 1 (4º ano),0,4.111999999999991,,7.039,Ametista,2022,Fase 1,4° ano
RA-515,1,C,Masculino,2022,Escola Pública,,,Ágata,6.582,631.0,154.0,9.0,3.0,Avaliador-4,Avaliador-2,Avaliador-15,,8.0,6.3,7.5,5.8,8.5,3.2,,7.556,5.0,Fase 3 (7º e 8º ano),-2,6.0080000000000044,,6.582,Ágata,2022,Fase 3,7° e 8° ano
RA-516,1,C,Masculino,2019,Rede Decisão,Topázio,Topázio,Topázio,8.903,8.0,2.0,1.0,3.0,Avaliador-4,Avaliador-2,Avaliador-15,,10.0,9.7,7.5,9.9,10.0,9.8,,8.056,10.0,Fase 1 (4º ano),0,6.2180000000000035,,8.903,Topázio,2022,Fase 1,4° ano
RA-517,1,D,Feminino,2017,Escola Pública,Ametista,Ágata,Ametista,7.604,271.0,70.0,8.0,3.0,Avaliador-7,Avaliador-3,Avaliador-15,,6.9,9.5,7.5,7.7,7.8,7.5,,7.833,5.0,Fase 3 (7º e 8º ano),-2,6.573999999999991,,7.604,Ametista,2022,Fase 3,7° e 8° ano
RA-518,1,D,Masculino,2022,Escola Pública,,,Ametista,7.661,251.0,65.0,7.0,3.0,Avaliador-7,Avaliador-3,Avaliador-15,,9.0,9.4,7.5,7.5,6.0,9.0,,7.5,5.0,Fase 2 (5º e 6º ano),-1,6.309999999999993,,7.661,Ametista,2022,Fase 2,5° e 6° ano
RA-519,1,D,Masculino,2022,Escola Pública,,,Ametista,8.0,144.0,36.0,5.0,3.0,Avaliador-7,Avaliador-3,Avaliador-15,,7.4,9.6,7.5,7.5,7.0,8.0,,7.333,10.0,Fase 1 (4º ano),0,6.234000000000002,,8.0,Ametista,2022,Fase 1,4° ano
RA-520,1,D,Feminino,2022,Escola Pública,,,Ametista,7.035,478.0,125.0,10.0,3.0,Avaliador-7,Avaliador-3,Avaliador-15,,10.0,6.8,7.5,6.8,5.0,8.5,,7.278,5.0,Fase 2 (5º e 6º ano),-1,6.0939999999999905,,7.035,Ametista,2022,Fase 2,5° e 6° ano
RA-521,1,D,Masculino,2022,Escola Pública,,,Ametista,7.725,228.0,59.0,6.0,3.0,Avaliador-7,Avaliador-3,Avaliador-15,,9.0,10.0,5.0,6.0,5.0,7.0,,7.5,10.0,Fase 1 (4º ano),0,6.249999999999991,,7.725,Ametista,2022,Fase 1,4° ano
RA-522,1,D,Masculino,2021,Escola Pública,,Topázio,Topázio,8.306,60.0,11.0,1.0,3.0,Avaliador-7,Avaliador-3,Avaliador-15,,9.5,9.1,7.5,7.5,7.0,8.0,,8.167,10.0,Fase 1 (4º ano),0,6.525999999999987,,8.306,Topázio,2022,Fase 1,4° ano
RA-523,1,D,Feminino,2022,Escola Pública,,,Ametista,7.591,278.0,74.0,9.0,3.0,Avaliador-7,Avaliador-3,Avaliador-15,,10.0,9.5,7.5,6.5,5.0,8.0,,7.556,5.0,Fase 2 (5º e 6º ano),-1,6.298000000000004,,7.591,Ametista,2022,Fase 2,5° e 6° ano
RA-524,1,D,Masculino,2019,Escola Pública,Ametista,Ametista,Ágata,6.947,507.0,132.0,11.0,3.0,Avaliador-7,Avaliador-3,Avaliador-15,,0.0,9.4,5.0,9.1,9.0,9.2,,8.056,5.0,Fase 2 (5º e 6º ano),-1,6.357999999999997,,6.947,Ágata,2022,Fase 2,5° e 6° ano
RA-525,1,D,Feminino,2021,Escola Pública,,Ágata,Ametista,8.013,138.0,35.0,4.0,3.0,Avaliador-7,Avaliador-3,Avaliador-15,,9.0,9.3,7.5,8.6,8.3,8.8,,8.167,5.0,Fase 2 (5º e 6º ano),-1,6.495999999999995,,8.013,Topázio,2022,Fase 2,5° e 6° ano
RA-526,1,D,Masculino,2022,Escola Pública,,,Topázio,8.079,123.0,28.0,2.0,3.0,Avaliador-7,Avaliador-3,Avaliador-15,,10.0,9.9,7.5,8.0,7.7,8.3,,8.167,5.0,Fase 3 (7º e 8º ano),-2,6.156000000000006,,8.079,Topázio,2022,Fase 3,7° e 8° ano
RA-527,1,D,Feminino,2022,Escola Pública,,,Ametista,8.025,135.0,33.0,3.0,3.0,Avaliador-7,Avaliador-3,Avaliador-15,,8.5,10.0,7.5,6.5,5.0,8.0,,7.5,10.0,Fase 1 (4º ano),0,6.25,,8.025,Topázio,2022,Fase 1,4° ano
RA-528,1,D,Masculino,2021,Escola Pública,,Ametista,Quartzo,5.335,798.0,183.0,13.0,3.0,Avaliador-7,Avaliador-3,Avaliador-15,,0.0,6.2,7.5,4.0,5.3,2.7,,6.944,5.0,Fase 2 (5º e 6º ano),-1,6.562000000000001,,5.335,Quartzo,2022,Fase 2,5° e 6° ano
RA-529,1,D,Masculino,2020,Escola Pública,Ágata,Ametista,Ágata,6.51,643.0,156.0,12.0,3.0,Avaliador-7,Avaliador-3,Avaliador-15,,8.5,8.9,5.0,5.2,3.3,7.0,,6.556,5.0,Fase 3 (7º e 8º ano),-2,5.287999999999995,,6.51,Ágata,2022,Fase 3,7° e 8° ano
RA-530,1,E,Masculino,2019,Escola Pública,Topázio,Topázio,Topázio,8.338,56.0,9.0,1.0,3.0,Avaliador-7,Avaliador-3,Avaliador-15,,10.0,9.0,7.5,8.9,9.0,8.8,,9.056,5.0,Fase 2 (5º e 6º ano),-1,6.967999999999996,,8.338,Topázio,2022,Fase 2,5° e 6° ano
RA-531,1,E,Masculino,2022,Escola Pública,,,Ametista,8.057,132.0,31.0,2.0,3.0,Avaliador-7,Avaliador-3,Avaliador-15,,9.5,9.8,7.5,7.8,8.7,7.0,,8.167,5.0,Fase 2 (5º e 6º ano),-1,7.035999999999998,,8.057,Topázio,2022,Fase 2,5° e 6° ano
RA-532,1,E,Feminino,2022,Escola Pública,,,Ametista,7.792,203.0,49.0,3.0,3.0,Avaliador-7,Avaliador-3,Avaliador-15,,9.5,9.7,7.5,5.5,4.0,7.0,,7.167,10.0,Fase 1 (4º ano),0,6.185999999999998,,7.792,Ametista,2022,Fase 1,4° ano
RA-533,1,E,Masculino,2022,Escola Pública,,,Ágata,6.962,499.0,130.0,5.0,3.0,Avaliador-7,Avaliador-3,Avaliador-15,,8.5,8.8,5.6,6.0,5.0,7.0,,7.333,5.0,Fase 2 (5º e 6º ano),-1,6.253999999999991,,6.962,Ágata,2022,Fase 2,5° e 6° ano
RA-534,1,E,Feminino,2021,Escola Pública,,Ametista,Ametista,7.131,447.0,114.0,4.0,3.0,Avaliador-7,Avaliador-3,Avaliador-15,,9.0,7.4,7.5,7.1,6.5,7.7,,7.333,5.0,Fase 3 (7º e 8º ano),-2,6.143999999999998,,7.131,Ametista,2022,Fase 3,7° e 8° ano
RA-535,1,F,Feminino,2019,Escola Pública,Topázio,Ametista,Ágata,6.953,504.0,131.0,6.0,2.0,Avaliador-4,Avaliador-2,,,9.0,9.2,7.5,5.1,4.7,5.5,,6.917,5.0,Fase 2 (5º e 6º ano),-1,5.596000000000005,,6.953,Ágata,2022,Fase 2,5° e 6° ano
RA-536,1,F,Feminino,2020,Escola Pública,Topázio,Ametista,Ametista,7.106,454.0,116.0,4.0,2.0,Avaliador-4,Avaliador-2,,,9.5,8.9,5.6,6.0,6.3,5.7,,7.75,5.0,Fase 2 (5º e 6º ano),-1,5.659999999999998,,7.106,Ametista,2022,Fase 2,5° e 6° ano
RA-537,1,F,Masculino,2022,Escola Pública,,,Ágata,6.641,612.0,147.0,7.0,2.0,Avaliador-4,Avaliador-2,,,9.5,9.0,4.4,4.8,2.5,7.0,,7.167,5.0,Fase 2 (5º e 6º ano),-1,5.575999999999999,,6.641,Ágata,2022,Fase 2,5° e 6° ano
RA-538,1,F,Masculino,2022,Escola Pública,,,Ágata,6.309,684.0,164.0,8.0,2.0,Avaliador-4,Avaliador-2,,,8.5,7.5,5.6,6.8,4.5,9.0,,5.583,5.0,Fase 3 (7º e 8º ano),-2,4.223999999999997,,6.309,Ágata,2022,Fase 3,7° e 8° ano
RA-539,1,F,Feminino,2022,Escola Pública,,,Ametista,7.665,249.0,64.0,1.0,2.0,Avaliador-4,Avaliador-2,,,8.5,9.3,6.9,7.5,6.8,8.2,,8.417,5.0,Fase 2 (5º e 6º ano),-1,5.81599999999999,,7.665,Ametista,2022,Fase 2,5° e 6° ano
RA-540,1,F,Feminino,2019,Escola Pública,Topázio,Topázio,Ametista,7.303,390.0,101.0,2.0,2.0,Avaliador-4,Avaliador-2,,,8.5,9.5,5.6,7.0,6.8,7.2,,7.5,5.0,Fase 2 (5º e 6º ano),-1,5.93,,7.303,Ametista,2022,Fase 2,5° e 6° ano
RA-541,1,F,Masculino,2022,Escola Pública,,,Quartzo,5.427,793.0,182.0,10.0,2.0,Avaliador-4,Avaliador-2,,,10.0,7.8,6.9,2.5,0.0,5.0,,5.0,2.5,Fase 4 (9º ano),-3,4.269999999999996,,5.427,Quartzo,2022,Fase 4,9° ano
RA-542,1,F,Feminino,2019,Escola Pública,Ametista,Ágata,Ametista,7.221,419.0,107.0,3.0,2.0,Avaliador-4,Avaliador-2,,,8.0,9.8,6.3,6.5,5.3,7.7,,7.417,5.0,Fase 2 (5º e 6º ano),-1,5.475999999999992,,7.221,Ametista,2022,Fase 2,5° e 6° ano
RA-543,1,F,Feminino,2022,Escola Pública,,,Ametista,7.05,471.0,121.0,5.0,2.0,Avaliador-4,Avaliador-2,,,8.5,9.8,4.4,6.5,5.0,8.0,,7.167,5.0,Fase 2 (5º e 6º ano),-1,5.665999999999993,,7.05,Ametista,2022,Fase 2,5° e 6° ano
RA-544,1,F,Masculino,2022,Escola Pública,,,Ágata,6.307,686.0,165.0,9.0,2.0,Avaliador-4,Avaliador-2,,,9.5,9.7,5.6,3.3,1.0,5.5,,6.0,5.0,Fase 2 (5º e 6º ano),-1,4.970000000000008,,6.307,Ágata,2022,Fase 2,5° e 6° ano
RA-545,1,G,Masculino,2018,Escola Pública,Ametista,Ágata,Ágata,6.723,580.0,142.0,6.0,2.0,Avaliador-4,Avaliador-2,,,9.5,6.6,7.5,5.5,4.3,6.7,,7.5,5.0,Fase 3 (7º e 8º ano),-2,6.029999999999998,,6.723,Ágata,2022,Fase 3,7° e 8° ano
RA-546,1,G,Feminino,2021,Escola Pública,,Quartzo,Ágata,6.77,564.0,138.0,5.0,2.0,Avaliador-4,Avaliador-2,,,9.0,7.9,5.0,5.6,3.3,7.8,,7.917,5.0,Fase 2 (5º e 6º ano),-1,5.865999999999989,,6.77,Ágata,2022,Fase 2,5° e 6° ano
RA-547,1,G,Feminino,2019,Escola Pública,Ágata,Ágata,Ametista,7.745,218.0,56.0,1.0,2.0,Avaliador-4,Avaliador-2,,,9.5,9.7,5.0,7.6,7.3,7.8,,8.833,5.0,Fase 2 (5º e 6º ano),-1,5.683999999999996,,7.745,Ametista,2022,Fase 2,5° e 6° ano
RA-548,1,G,Masculino,2019,Escola Pública,Ametista,Ametista,Ametista,7.292,396.0,104.0,2.0,2.0,Avaliador-4,Avaliador-2,,,8.0,9.1,6.9,7.2,5.7,8.7,,7.583,5.0,Fase 3 (7º e 8º ano),-2,5.253999999999985,,7.292,Ametista,2022,Fase 3,7° e 8° ano
RA-549,1,G,Masculino,2021,Escola Pública,,Ametista,Ágata,6.301,688.0,166.0,9.0,2.0,Avaliador-4,Avaliador-2,,,10.0,7.9,6.9,4.2,2.2,6.2,,6.167,5.0,Fase 2 (5º e 6º ano),-1,4.575999999999993,,6.301,Ágata,2022,Fase 2,5° e 6° ano
RA-550,1,G,Feminino,2022,Escola Pública,,,Ágata,6.026,724.0,172.0,10.0,2.0,Avaliador-4,Avaliador-2,,,9.0,9.0,6.9,1.9,2.0,1.8,,6.25,5.0,Fase 3 (7º e 8º ano),-2,5.059999999999993,,6.026,Quartzo,2022,Fase 3,7° e 8° ano
RA-551,1,G,Feminino,2018,Escola Pública,Ametista,Ametista,Ágata,6.853,539.0,136.0,4.0,2.0,Avaliador-4,Avaliador-2,,,8.5,7.3,6.9,6.6,5.0,8.2,,7.333,5.0,Fase 3 (7º e 8º ano),-2,5.66399999999998,,6.853,Ágata,2022,Fase 3,7° e 8° ano
RA-552,1,G,Masculino,2022,Escola Pública,,,Ágata,6.625,617.0,149.0,7.0,2.0,Avaliador-4,Avaliador-2,,,9.5,8.8,5.0,5.5,6.0,5.0,,7.167,5.0,Fase 2 (5º e 6º ano),-1,3.815999999999997,,6.625,Ágata,2022,Fase 2,5° e 6° ano
RA-553,1,G,Feminino,2019,Escola Pública,Ametista,Ametista,Ágata,6.39,663.0,160.0,8.0,2.0,Avaliador-4,Avaliador-2,,,9.5,6.9,6.9,3.3,1.0,5.7,,8.167,5.0,Fase 2 (5º e 6º ano),-1,5.765999999999991,,6.39,Ágata,2022,Fase 2,5° e 6° ano
RA-554,1,G,Masculino,2017,Escola Pública,Quartzo,Quartzo,Quartzo,5.588,776.0,180.0,12.0,2.0,Avaliador-4,Avaliador-2,,,7.9,6.0,6.9,4.0,1.7,6.3,,5.75,5.0,Fase 3 (7º e 8º ano),-2,4.580000000000002,,5.588,Quartzo,2022,Fase 3,7° e 8° ano
RA-555,1,G,Masculino,2019,Escola Pública,Ametista,Ametista,Quartzo,5.949,732.0,174.0,11.0,2.0,Avaliador-4,Avaliador-2,,,9.5,8.1,5.0,4.4,1.8,7.0,,5.167,5.0,Fase 3 (7º e 8º ano),-2,4.6559999999999935,,5.949,Quartzo,2022,Fase 3,7° e 8° ano
RA-556,1,G,Feminino,2018,Escola Pública,Topázio,Ametista,Ametista,7.181,436.0,111.0,3.0,2.0,Avaliador-4,Avaliador-2,,,9.0,8.8,5.0,6.4,4.8,8.0,,8.25,5.0,Fase 2 (5º e 6º ano),-1,5.909999999999993,,7.181,Ametista,2022,Fase 2,5° e 6° ano
RA-557,1,H,Masculino,2019,Escola Pública,Ametista,Topázio,Topázio,8.334,57.0,10.0,1.0,2.0,Avaliador-4,Avaliador-2,,,10.0,8.4,7.5,9.4,10.0,8.8,,9.333,5.0,Fase 2 (5º e 6º ano),-1,6.573999999999991,,8.334,Topázio,2022,Fase 2,5° e 6° ano
RA-558,1,H,Masculino,2022,Escola Pública,,,Quartzo,5.539,786.0,181.0,8.0,2.0,Avaliador-4,Avaliador-2,,,9.0,8.5,5.0,4.3,0.5,8.0,,4.5,2.5,Fase 4 (9º ano),-3,4.289999999999994,,5.539,Quartzo,2022,Fase 4,9° ano
RA-559,1,H,Masculino,2021,Escola Pública,,Ametista,Ametista,7.634,260.0,67.0,6.0,2.0,Avaliador-4,Avaliador-2,,,9.5,9.2,7.5,7.1,7.2,7.0,,8.083,5.0,Fase 2 (5º e 6º ano),-1,5.574000000000003,,7.634,Ametista,2022,Fase 2,5° e 6° ano
RA-560,1,H,Masculino,2020,Escola Pública,Ágata,Quartzo,Quartzo,4.949,826.0,189.0,11.0,2.0,Avaliador-4,Avaliador-2,,,6.9,7.2,5.0,3.8,3.2,4.3,,3.75,5.0,Fase 2 (5º e 6º ano),-1,3.0899999999999928,,4.949,Quartzo,2022,Fase 2,5° e 6° ano
RA-561,1,H,Masculino,2022,Escola Pública,,,Ametista,7.856,185.0,43.0,3.0,2.0,Avaliador-4,Avaliador-2,,,9.0,9.0,7.5,7.4,9.5,5.3,,8.833,5.0,Fase 2 (5º e 6º ano),-1,6.593999999999989,,7.856,Ametista,2022,Fase 2,5° e 6° ano
RA-562,1,H,Feminino,2021,Escola Pública,,Ametista,Ametista,7.855,186.0,44.0,4.0,2.0,Avaliador-4,Avaliador-2,,,8.0,9.0,7.5,8.0,8.3,7.7,,8.75,5.0,Fase 2 (5º e 6º ano),-1,6.5500000000000025,,7.855,Ametista,2022,Fase 2,5° e 6° ano
RA-563,1,H,Feminino,2020,Escola Pública,Topázio,Ametista,Topázio,8.22,81.0,18.0,2.0,2.0,Avaliador-4,Avaliador-2,,,10.0,9.2,7.5,8.5,9.0,8.0,,8.833,5.0,Fase 2 (5º e 6º ano),-1,6.634000000000002,,8.22,Topázio,2022,Fase 2,5° e 6° ano
RA-564,1,H,Masculino,2019,Escola Pública,Ágata,Quartzo,Quartzo,4.972,822.0,188.0,10.0,2.0,Avaliador-4,Avaliador-2,,,9.5,3.8,5.0,2.3,2.5,2.0,,6.833,5.0,Fase 3 (7º e 8º ano),-2,4.3540000000000045,,4.972,Quartzo,2022,Fase 3,7° e 8° ano
RA-565,1,H,Masculino,2022,Escola Pública,,,Quartzo,5.233,809.0,186.0,9.0,2.0,Avaliador-4,Avaliador-2,,,9.0,4.1,7.5,2.9,4.0,1.8,,5.917,5.0,Fase 3 (7º e 8º ano),-2,4.996,,5.233,Quartzo,2022,Fase 3,7° e 8° ano
RA-566,1,H,Feminino,2022,Escola Pública,,,Ametista,7.729,226.0,58.0,5.0,2.0,Avaliador-4,Avaliador-2,,,9.5,8.4,7.5,8.5,9.5,7.5,,7.917,5.0,Fase 3 (7º e 8º ano),-2,5.655999999999999,,7.729,Ametista,2022,Fase 3,7° e 8° ano
RA-567,1,H,Masculino,2019,Escola Pública,Ametista,Quartzo,Ágata,6.281,691.0,167.0,7.0,2.0,Avaliador-4,Avaliador-2,,,9.5,6.0,7.5,4.8,4.3,5.2,,6.833,5.0,Fase 2 (5º e 6º ano),-1,5.543999999999993,,6.281,Ágata,2022,Fase 2,5° e 6° ano
RA-568,1,J,Masculino,2018,Escola Pública,Ametista,Ametista,Ametista,7.306,385.0,100.0,8.0,3.0,Avaliador-7,Avaliador-3,,,8.0,8.6,6.9,8.3,8.0,8.5,,7.944,2.5,Fase 4 (9º ano),-3,5.9719999999999995,,7.306,Ametista,2022,Fase 4,9° ano
RA-569,1,J,Feminino,2020,Escola Pública,Ametista,Ametista,Ametista,7.074,464.0,118.0,9.0,3.0,Avaliador-7,Avaliador-3,,,9.5,8.7,5.0,6.8,6.3,7.3,,7.333,5.0,Fase 3 (7º e 8º ano),-2,5.5739999999999945,,7.074,Ametista,2022,Fase 3,7° e 8° ano
RA-570,1,J,Feminino,2019,Escola Pública,Topázio,Ágata,Quartzo,5.722,755.0,179.0,17.0,3.0,Avaliador-7,Avaliador-3,,,9.0,7.0,7.5,1.3,0.7,2.0,,6.778,5.0,Fase 2 (5º e 6º ano),-1,5.564000000000009,,5.722,Quartzo,2022,Fase 2,5° e 6° ano
